fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Tipo Vinho
7.9;0.37;0.23;1.8;0.077;23.0;49.0;0.9963;3.28;0.67;9.3;5.0;Red
8.8;0.56;0.49;2.4;0.064;9.0;30.0;0.9984;3.08;0.72;10.9;5.0;Red
8.8;0.26;0.49;1.8;0.071;9.0;30.0;0.9968;3.2;0.72;10.2;7.0;Red
8.1;0.59;0.14;3.3;0.086;26.0;61.0;0.9984;3.42;0.72;9.8;5.0;Red
7.9;0.35;0.46;3.6;0.078;15.0;37.0;0.9973;3.35;0.72;12.3;7.0;Red
6.9;0.54;0.14;3.0;0.077;9.0;30.0;0.9984;3.42;0.72;9.4;6.0;Red
8.8;0.18;0.49;4.0;0.086;9.0;30.0;0.9984;3.28;0.72;10.1;6.0;Red
7.9;0.545;0.14;4.0;0.086;27.0;61.0;0.9965;3.36;0.67;10.7;6.0;Red
8.8;0.18;0.49;4.0;0.086;9.0;30.0;0.9984;3.28;0.72;10.1;6.0;Red
8.8;0.37;0.49;4.0;0.071;17.0;65.0;0.9984;3.22;0.72;10.1;5.0;Red
8.4;0.59;0.2;2.4;0.076;10.0;38.0;0.99735;3.31;0.64;9.4;5.0;Red
7.5;0.59;0.18;7.0;0.086;27.0;94.0;0.9984;3.38;0.72;9.4;5.0;Red
7.9;0.545;0.14;4.0;0.086;27.0;61.0;0.9965;3.36;0.67;10.7;6.0;Red
6.9;0.54;0.14;3.0;0.077;9.0;30.0;0.9984;3.42;0.72;9.4;6.0;Red
8.8;0.18;0.49;4.0;0.086;9.0;30.0;0.9984;3.28;0.72;10.1;6.0;Red
8.8;0.32;0.45;6.4;0.073;9.0;30.0;0.9976;3.23;0.72;12.3;7.0;Red
8.8;0.4;0.32;5.6;0.086;10.0;47.0;0.9984;3.38;0.72;10.5;7.0;Red
8.8;0.26;0.44;3.6;0.071;9.0;30.0;0.9984;3.12;0.72;9.3;6.0;Red
7.7;0.27;0.49;3.5;0.086;9.0;30.0;0.9972;3.25;0.72;9.9;7.0;Red
7.6;0.52;0.14;3.0;0.067;12.0;53.0;0.9971;3.36;0.57;9.1;5.0;Red
8.8;0.4;0.32;5.6;0.086;10.0;47.0;0.9984;3.38;0.72;10.5;7.0;Red
8.8;0.59;0.14;3.4;0.086;32.0;71.0;0.9984;3.31;0.71;9.8;5.0;Red
8.8;0.59;0.14;3.4;0.086;32.0;71.0;0.9984;3.31;0.71;9.8;5.0;Red
8.8;0.45;0.49;2.0;0.073;25.0;49.0;0.9984;3.1;0.72;10.3;6.0;Red
7.5;0.4;0.14;3.0;0.086;29.0;53.0;0.9967;3.37;0.7;10.3;6.0;Red
8.7;0.52;0.14;2.5;0.086;20.0;49.0;0.9976;3.34;0.72;10.6;7.0;Red
8.8;0.42;0.49;3.3;0.086;33.0;98.0;0.9984;3.2;0.72;9.2;5.0;Red
8.7;0.52;0.14;2.5;0.086;20.0;49.0;0.9976;3.34;0.72;10.6;7.0;Red
8.8;0.2;0.48;2.0;0.086;9.0;30.0;0.9979;3.3;0.71;10.5;5.0;Red
8.8;0.55;0.23;2.7;0.086;18.0;48.0;0.9984;3.22;0.64;10.3;6.0;Red
6.9;0.36;0.25;2.4;0.086;9.0;30.0;0.9964;3.41;0.6;10.1;6.0;Red
8.8;0.34;0.49;3.2;0.086;17.0;53.0;0.9984;3.05;0.72;9.5;6.0;Red
8.8;0.5;0.46;2.5;0.073;9.0;30.0;0.9984;3.05;0.64;9.5;5.0;Red
8.8;0.59;0.37;2.6;0.086;26.0;70.0;0.9981;3.16;0.52;9.9;5.0;Red
7.1;0.59;0.14;2.0;0.083;9.0;30.0;0.9984;3.42;0.72;9.6;5.0;Red
7.2;0.59;0.14;2.3;0.086;9.0;31.0;0.9984;3.42;0.72;9.7;5.0;Red
6.9;0.59;0.14;2.1;0.08;9.0;33.0;0.9984;3.42;0.71;9.6;5.0;Red
7.5;0.53;0.14;2.6;0.086;20.0;44.0;0.9965;3.38;0.59;10.7;6.0;Red
8.8;0.18;0.48;1.5;0.068;9.0;30.0;0.9973;3.22;0.64;10.1;6.0;Red
8.3;0.59;0.14;2.6;0.086;12.0;30.0;0.9984;3.42;0.72;10.0;5.0;Red
7.4;0.59;0.14;1.6;0.086;9.0;30.0;0.996;3.39;0.54;9.5;5.0;Red
8.4;0.59;0.49;2.1;0.086;12.0;90.0;0.9973;3.2;0.52;9.2;5.0;Red
8.8;0.53;0.48;2.5;0.063;9.0;30.0;0.9984;3.12;0.59;9.3;6.0;Red
7.6;0.59;0.32;2.2;0.08199999999999999;9.0;54.0;0.9966;3.36;0.52;9.4;5.0;Red
8.8;0.41;0.42;2.4;0.086;9.0;30.0;0.9984;3.19;0.62;9.5;6.0;Red
8.8;0.43;0.44;2.4;0.086;9.0;30.0;0.9984;3.19;0.63;9.5;6.0;Red
7.4;0.29;0.38;1.7;0.062;9.0;30.0;0.9968;3.41;0.53;9.5;6.0;Red
8.8;0.53;0.48;2.5;0.063;9.0;30.0;0.9984;3.12;0.59;9.3;6.0;Red
7.9;0.53;0.24;2.0;0.07200000000000001;15.0;105.0;0.996;3.27;0.54;9.4;6.0;Red
8.8;0.46;0.31;2.8;0.086;19.0;98.0;0.99815;3.32;0.63;9.5;6.0;Red
8.6;0.47;0.3;3.0;0.076;30.0;135.0;0.9976;3.3;0.53;9.4;5.0;Red
7.4;0.36;0.29;2.6;0.086;26.0;72.0;0.99645;3.39;0.68;11.0;5.0;Red
7.1;0.35;0.29;2.5;0.086;20.0;53.0;0.9962;3.42;0.65;11.0;6.0;Red
8.8;0.56;0.23;3.4;0.086;37.0;92.0;0.9984;3.3;0.65;10.1;5.0;Red
8.8;0.59;0.14;2.9;0.08199999999999999;30.0;74.0;0.9984;3.3;0.64;10.4;6.0;Red
8.8;0.59;0.39;3.2;0.083;21.0;59.0;0.9984;3.37;0.71;11.5;7.0;Red
8.8;0.59;0.14;2.9;0.08199999999999999;30.0;74.0;0.9984;3.3;0.64;10.4;6.0;Red
8.8;0.59;0.39;3.2;0.083;21.0;59.0;0.9984;3.37;0.71;11.5;7.0;Red
8.8;0.59;0.26;3.4;0.086;25.0;87.0;0.9984;3.24;0.62;9.7;5.0;Red
7.8;0.59;0.14;2.3;0.079;9.0;30.0;0.99735;3.29;0.63;9.3;5.0;Red
8.8;0.59;0.42;2.8;0.086;35.0;73.0;0.9984;3.28;0.7;9.5;6.0;Red
8.8;0.49;0.2;11.0;0.071;13.0;50.0;0.9984;3.16;0.69;9.2;6.0;Red
8.8;0.49;0.2;11.0;0.071;13.0;50.0;0.9984;3.16;0.69;9.2;6.0;Red
8.8;0.53;0.49;3.65;0.086;9.0;30.0;0.9978;3.05;0.72;11.5;7.0;Red
8.8;0.44;0.49;4.5;0.086;9.0;30.0;0.998;3.28;0.72;11.5;5.0;Red
8.8;0.27;0.49;2.6;0.08199999999999999;9.0;30.0;0.9984;3.16;0.67;9.7;6.0;Red
8.8;0.46;0.39;2.0;0.061;9.0;30.0;0.9981;3.18;0.62;9.5;5.0;Red
8.8;0.36;0.49;2.9;0.086;10.0;41.0;0.998;3.23;0.66;12.3;6.0;Red
8.8;0.36;0.49;2.9;0.086;10.0;41.0;0.998;3.23;0.66;12.3;6.0;Red
8.0;0.58;0.28;3.2;0.066;21.0;114.0;0.9973;3.22;0.54;9.4;6.0;Red
8.4;0.56;0.14;2.1;0.086;16.0;44.0;0.9958;3.13;0.52;11.0;5.0;Red
7.9;0.59;0.14;2.5;0.078;17.0;38.0;0.9963;3.34;0.72;11.7;7.0;Red
8.8;0.59;0.49;3.4;0.086;9.0;30.0;0.9984;3.17;0.72;12.2;7.0;Red
8.8;0.43;0.45;1.9;0.052000000000000005;9.0;30.0;0.9948;3.35;0.7;12.3;6.0;Red
7.8;0.43;0.32;2.8;0.08;29.0;58.0;0.9974;3.31;0.64;10.3;5.0;Red
8.8;0.49;0.49;3.0;0.086;28.0;99.0;0.9984;3.16;0.72;11.5;6.0;Red
8.8;0.28;0.49;2.3;0.08199999999999999;12.0;30.0;0.9984;3.11;0.72;9.8;7.0;Red
8.8;0.34;0.49;2.4;0.066;10.0;30.0;0.9984;3.12;0.72;9.2;6.0;Red
8.8;0.42;0.48;2.7;0.065;9.0;30.0;0.9972;3.21;0.72;11.3;6.0;Red
8.8;0.39;0.47;1.8;0.086;9.0;30.0;0.9982;3.3;0.72;9.8;6.0;Red
8.8;0.39;0.47;1.8;0.086;9.0;30.0;0.9982;3.3;0.72;9.8;6.0;Red
8.8;0.57;0.49;2.6;0.08199999999999999;9.0;32.0;0.9984;3.12;0.72;10.7;6.0;Red
7.0;0.59;0.14;1.9;0.067;40.0;63.0;0.9979;3.42;0.72;9.9;5.0;Red
6.6;0.59;0.14;2.7;0.07200000000000001;17.0;34.0;0.9955;3.42;0.72;12.3;7.0;Red
8.8;0.49;0.49;3.0;0.086;9.0;30.0;0.9984;3.02;0.72;12.0;6.0;Red
8.8;0.56;0.31;2.8;0.086;15.0;46.0;0.9979;3.11;0.72;10.0;6.0;Red
8.8;0.59;0.14;2.6;0.086;11.0;30.0;0.9984;3.36;0.72;9.4;6.0;Red
8.8;0.59;0.22;2.7;0.086;17.0;34.0;0.9984;3.28;0.72;9.9;6.0;Red
8.8;0.59;0.14;2.6;0.086;11.0;30.0;0.9984;3.35;0.72;9.4;6.0;Red
7.7;0.59;0.14;2.4;0.086;9.0;30.0;0.9974;3.27;0.72;9.3;5.0;Red
8.8;0.53;0.49;4.8;0.086;23.0;77.0;0.9984;3.18;0.72;12.3;5.0;Red
6.1;0.21;0.4;1.4;0.066;40.5;165.0;0.9912;3.25;0.59;11.9;6.0;Red
6.7;0.59;0.14;2.4;0.078;17.0;32.0;0.9955;3.42;0.61;12.3;6.0;Red
8.8;0.41;0.49;3.0;0.08;29.0;55.0;0.9984;3.26;0.72;11.0;5.0;Red
8.8;0.42;0.49;2.95;0.086;12.0;30.0;0.997;3.24;0.72;11.7;7.0;Red
8.8;0.43;0.49;3.1;0.086;10.0;30.0;0.9984;3.15;0.72;10.4;7.0;Red
8.8;0.38;0.49;2.6;0.086;10.0;41.0;0.9984;3.17;0.68;9.8;6.0;Red
8.2;0.59;0.23;2.0;0.086;14.0;81.0;0.9973;3.19;0.7;9.4;5.0;Red
8.6;0.45;0.31;2.6;0.086;21.0;50.0;0.9982;3.37;0.72;9.9;6.0;Red
8.8;0.58;0.49;2.5;0.07200000000000001;9.0;37.0;0.9984;3.05;0.56;10.0;5.0;Red
8.8;0.46;0.49;2.0;0.071;9.0;30.0;0.9984;3.02;0.72;10.2;5.0;Red
8.8;0.59;0.49;5.8;0.083;9.0;42.0;0.9984;3.07;0.72;10.0;7.0;Red
8.8;0.42;0.49;3.4;0.086;9.0;30.0;0.9979;3.26;0.72;11.8;6.0;Red
8.8;0.59;0.49;5.8;0.083;9.0;42.0;0.9984;3.07;0.72;10.0;7.0;Red
8.8;0.575;0.49;2.6;0.076;11.0;30.0;0.9984;3.16;0.69;9.1;5.0;Red
8.8;0.34;0.49;2.8;0.086;15.0;75.0;0.9984;3.18;0.64;9.4;5.0;Red
8.8;0.27;0.49;2.4;0.07400000000000001;9.0;30.0;0.9962;3.2;0.72;12.0;7.0;Red
6.9;0.59;0.14;2.3;0.063;35.0;63.0;0.9975;3.42;0.72;9.9;5.0;Red
7.9;0.24;0.4;1.6;0.056;11.0;30.0;0.9967;3.32;0.72;9.1;6.0;Red
8.8;0.28;0.48;1.8;0.067;26.0;46.0;0.9967;3.32;0.72;10.6;6.0;Red
7.4;0.55;0.22;2.2;0.086;12.0;72.0;0.9959;3.05;0.63;9.2;5.0;Red
8.8;0.41;0.49;3.8;0.086;9.0;47.0;0.9984;3.02;0.72;10.8;6.0;Red
8.8;0.54;0.49;4.4;0.086;9.0;30.0;0.9984;3.02;0.72;11.8;7.0;Red
8.8;0.45;0.49;3.0;0.078;19.0;47.0;0.9984;3.26;0.72;11.0;6.0;Red
8.8;0.27;0.49;2.4;0.07400000000000001;9.0;30.0;0.9962;3.2;0.72;12.0;7.0;Red
8.8;0.59;0.49;6.2;0.086;9.0;30.0;0.9984;3.11;0.72;12.3;6.0;Red
8.3;0.42;0.38;2.5;0.086;24.0;60.0;0.9979;3.31;0.7;10.8;6.0;Red
8.3;0.26;0.42;2.0;0.08;11.0;30.0;0.9974;3.21;0.72;9.4;6.0;Red
8.8;0.415;0.49;2.9;0.085;17.0;43.0;0.9984;3.06;0.72;10.0;6.0;Red
8.3;0.26;0.42;2.0;0.08;11.0;30.0;0.9974;3.21;0.72;9.4;6.0;Red
8.3;0.26;0.42;2.0;0.08;11.0;30.0;0.9974;3.21;0.72;9.4;6.0;Red
7.7;0.51;0.28;2.1;0.086;23.0;54.0;0.998;3.42;0.72;9.2;5.0;Red
7.4;0.59;0.14;2.4;0.086;11.0;37.0;0.9979;3.42;0.72;9.7;6.0;Red
7.8;0.54;0.26;2.0;0.086;23.0;48.0;0.9981;3.41;0.72;9.2;6.0;Red
8.3;0.59;0.15;1.9;0.079;17.0;42.0;0.9972;3.31;0.54;9.6;6.0;Red
7.8;0.46;0.26;1.9;0.086;23.0;53.0;0.9981;3.42;0.72;9.2;6.0;Red
8.8;0.38;0.31;2.5;0.086;16.0;49.0;0.9982;3.19;0.7;10.0;7.0;Red
6.0;0.59;0.14;1.4;0.045;12.0;88.0;0.9924;3.42;0.72;12.3;7.0;Red
8.8;0.415;0.49;2.9;0.085;17.0;43.0;0.9984;3.06;0.72;10.0;6.0;Red
8.8;0.37;0.49;2.0;0.08199999999999999;9.0;30.0;0.998;3.18;0.51;9.5;5.0;Red
8.4;0.59;0.49;2.0;0.086;13.0;95.0;0.997;3.16;0.54;9.1;5.0;Red
8.8;0.59;0.49;2.3;0.063;9.0;30.0;0.9984;3.03;0.57;9.9;5.0;Red
8.8;0.37;0.49;4.2;0.066;9.0;38.0;0.9984;3.22;0.6;12.3;7.0;Red
6.6;0.59;0.14;7.9;0.086;54.0;124.0;0.9984;3.42;0.53;9.9;5.0;Red
8.8;0.59;0.49;2.6;0.086;13.0;49.0;0.9984;3.18;0.65;11.0;6.0;Red
8.8;0.59;0.49;2.6;0.086;13.0;49.0;0.9984;3.18;0.65;11.0;6.0;Red
8.7;0.59;0.22;2.3;0.064;9.0;42.0;0.9963;3.1;0.55;9.4;5.0;Red
6.6;0.59;0.14;7.9;0.086;54.0;124.0;0.9984;3.42;0.53;9.9;5.0;Red
7.7;0.26;0.3;1.7;0.059;20.0;38.0;0.9949;3.29;0.47;10.8;6.0;Red
8.8;0.48;0.49;2.6;0.085;19.0;64.0;0.9984;3.1;0.61;10.5;6.0;Red
8.8;0.59;0.49;2.7;0.085;10.0;41.0;0.9984;3.15;0.63;10.5;6.0;Red
7.7;0.59;0.14;2.7;0.075;15.0;30.0;0.9974;3.26;0.61;9.1;5.0;Red
8.7;0.31;0.46;1.4;0.059;11.0;30.0;0.9966;3.36;0.72;10.1;6.0;Red
8.8;0.44;0.47;2.5;0.063;9.0;30.0;0.9981;3.24;0.65;10.8;6.0;Red
8.8;0.39;0.49;3.0;0.086;12.0;30.0;0.9984;3.18;0.63;10.8;7.0;Red
8.8;0.34;0.49;3.7;0.086;9.0;30.0;0.997;3.19;0.7;11.3;6.0;Red
8.8;0.46;0.49;4.5;0.07;26.0;49.0;0.9981;3.05;0.57;9.6;5.0;Red
8.8;0.43;0.34;2.5;0.08;26.0;86.0;0.9984;3.38;0.62;9.5;6.0;Red
8.8;0.45;0.35;2.4;0.08;23.0;78.0;0.9984;3.38;0.62;9.5;5.0;Red
7.1;0.59;0.16;1.9;0.086;15.0;77.0;0.9966;3.27;0.64;9.3;5.0;Red
8.8;0.4;0.49;6.7;0.086;9.0;30.0;0.9984;3.27;0.72;11.7;7.0;Red
8.8;0.52;0.34;2.7;0.086;24.0;122.0;0.9982;3.26;0.61;9.5;5.0;Red
8.6;0.59;0.24;6.6;0.086;31.0;134.0;0.9984;3.32;0.72;9.3;5.0;Red
8.8;0.48;0.49;2.2;0.086;9.0;30.0;0.997;3.26;0.66;11.7;6.0;Red
7.0;0.58;0.14;1.9;0.086;34.0;124.0;0.9956;3.42;0.48;10.5;5.0;Red
8.8;0.38;0.49;2.0;0.086;9.0;30.0;0.9984;3.24;0.72;10.4;6.0;Red
6.8;0.59;0.14;1.8;0.066;34.0;52.0;0.9976;3.42;0.68;9.9;5.0;Red
8.8;0.56;0.33;2.4;0.086;35.0;67.0;0.9972;3.28;0.72;11.8;7.0;Red
6.6;0.59;0.14;2.3;0.059;32.0;48.0;0.9952;3.42;0.56;12.3;7.0;Red
7.7;0.59;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;5.0;Red
8.8;0.24;0.47;2.1;0.066;9.0;30.0;0.9978;3.15;0.72;11.0;7.0;Red
7.7;0.59;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;5.0;Red
6.6;0.59;0.14;2.3;0.059;32.0;48.0;0.9952;3.42;0.56;12.3;7.0;Red
6.4;0.59;0.14;2.1;0.045;19.0;48.0;0.9949;3.42;0.49;11.4;6.0;Red
8.8;0.59;0.22;1.9;0.077;9.0;32.0;0.9984;3.26;0.56;10.6;6.0;Red
8.8;0.52;0.33;1.3;0.07;9.0;30.0;0.9978;3.24;0.6;9.3;5.0;Red
8.8;0.59;0.49;2.4;0.086;13.0;35.0;0.9984;3.1;0.6;10.4;6.0;Red
8.8;0.24;0.47;2.1;0.066;9.0;30.0;0.9978;3.15;0.72;11.0;7.0;Red
7.8;0.55;0.35;2.2;0.07400000000000001;21.0;66.0;0.9974;3.25;0.56;9.2;5.0;Red
8.8;0.37;0.49;2.3;0.078;12.0;30.0;0.9958;3.02;0.65;12.3;6.0;Red
8.8;0.39;0.49;2.3;0.086;9.0;30.0;0.9984;3.16;0.49;9.5;5.0;Red
8.8;0.41;0.49;3.2;0.076;22.0;54.0;0.9984;3.15;0.72;9.9;6.0;Red
8.8;0.39;0.49;2.3;0.086;9.0;30.0;0.9984;3.16;0.49;9.5;5.0;Red
8.0;0.59;0.3;2.0;0.06;38.0;62.0;0.9958;3.26;0.56;10.2;6.0;Red
8.8;0.45;0.49;3.2;0.066;9.0;30.0;0.9984;3.17;0.66;11.2;6.0;Red
8.8;0.41;0.49;3.2;0.076;22.0;54.0;0.9984;3.15;0.72;9.9;6.0;Red
7.0;0.59;0.18;1.5;0.062;9.0;50.0;0.9951;3.08;0.6;9.3;5.0;Red
8.8;0.31;0.49;2.2;0.07200000000000001;9.0;30.0;0.9984;3.02;0.72;9.8;7.0;Red
8.8;0.4;0.49;2.15;0.068;9.0;30.0;0.9984;3.06;0.68;11.3;6.0;Red
8.8;0.59;0.49;3.7;0.086;9.0;43.0;0.9984;3.02;0.68;11.2;7.0;Red
8.8;0.44;0.49;2.7;0.077;11.0;30.0;0.9963;3.23;0.63;11.6;7.0;Red
6.0;0.57;0.14;1.7;0.054000000000000006;9.0;30.0;0.9934;3.42;0.72;12.3;7.0;Red
8.8;0.59;0.14;2.1;0.079;9.0;31.0;0.9984;3.23;0.56;10.1;6.0;Red
8.8;0.38;0.49;2.6;0.081;31.0;72.0;0.9984;3.1;0.72;10.5;5.0;Red
8.8;0.48;0.29;2.1;0.086;9.0;30.0;0.9968;3.22;0.72;11.2;5.0;Red
8.6;0.53;0.22;2.0;0.086;9.0;30.0;0.9967;3.2;0.56;10.2;6.0;Red
8.8;0.39;0.49;2.8;0.086;17.0;35.0;0.9984;3.1;0.61;10.8;6.0;Red
8.8;0.39;0.49;2.8;0.086;17.0;35.0;0.9984;3.1;0.61;10.8;6.0;Red
8.4;0.37;0.49;1.8;0.086;9.0;30.0;0.9979;3.06;0.72;9.1;6.0;Red
6.8;0.56;0.14;1.7;0.084;18.0;35.0;0.9968;3.42;0.63;10.0;6.0;Red
8.8;0.33;0.49;2.8;0.084;9.0;30.0;0.9984;3.26;0.72;11.2;7.0;Red
7.0;0.23;0.4;1.6;0.063;21.0;67.0;0.9952;3.42;0.63;11.1;5.0;Red
8.8;0.59;0.49;5.2;0.086;9.0;30.0;0.9984;3.22;0.69;12.3;7.0;Red
8.8;0.59;0.39;2.3;0.086;9.0;30.0;0.9984;3.37;0.58;10.3;5.0;Red
8.8;0.59;0.21;2.7;0.086;29.0;65.0;0.9984;3.28;0.58;9.6;5.0;Red
8.8;0.33;0.49;2.8;0.084;9.0;30.0;0.9984;3.26;0.72;11.2;7.0;Red
8.8;0.58;0.49;2.2;0.07400000000000001;10.0;47.0;0.9984;3.25;0.57;9.1;5.0;Red
8.8;0.43;0.49;2.3;0.083;14.0;30.0;0.9976;3.35;0.61;11.3;6.0;Red
8.3;0.59;0.22;2.6;0.086;9.0;30.0;0.9982;3.26;0.61;9.3;5.0;Red
8.8;0.26;0.49;2.55;0.085;10.0;30.0;0.997;3.18;0.61;11.8;5.0;Red
8.1;0.59;0.49;2.2;0.086;25.0;129.0;0.9972;3.08;0.53;9.1;5.0;Red
8.8;0.315;0.49;2.1;0.084;9.0;30.0;0.9984;3.02;0.7;9.2;6.0;Red
8.8;0.29;0.4;2.9;0.086;10.0;30.0;0.9984;3.42;0.72;9.7;5.0;Red
8.8;0.5;0.42;2.0;0.069;21.0;51.0;0.9982;3.16;0.72;11.5;6.0;Red
8.8;0.46;0.45;2.6;0.065;9.0;30.0;0.9947;3.32;0.72;12.3;6.0;Red
8.8;0.36;0.49;2.1;0.086;9.0;30.0;0.9984;3.17;0.62;9.2;6.0;Red
8.7;0.59;0.14;1.3;0.07;36.0;48.0;0.9952;3.2;0.58;9.8;5.0;Red
8.8;0.32;0.49;2.6;0.086;15.0;47.0;0.9984;3.05;0.61;10.6;5.0;Red
8.8;0.54;0.42;2.4;0.081;25.0;52.0;0.997;3.2;0.71;11.4;6.0;Red
8.8;0.37;0.49;2.6;0.083;25.0;68.0;0.9984;3.15;0.72;10.4;6.0;Red
8.8;0.35;0.49;2.1;0.062;9.0;30.0;0.9971;3.26;0.72;10.6;5.0;Red
8.8;0.28;0.49;1.7;0.08;10.0;30.0;0.9982;3.2;0.72;9.4;6.0;Red
8.8;0.59;0.24;2.2;0.086;9.0;30.0;0.9984;3.14;0.6;10.2;5.0;Red
8.8;0.27;0.41;2.0;0.086;9.0;30.0;0.998;3.28;0.7;9.7;5.0;Red
8.8;0.24;0.49;1.8;0.075;9.0;30.0;0.9977;3.18;0.72;11.0;6.0;Red
8.8;0.59;0.24;2.2;0.086;9.0;30.0;0.9984;3.14;0.6;10.2;5.0;Red
8.8;0.59;0.14;2.7;0.077;9.0;31.0;0.9984;3.19;0.7;10.1;6.0;Red
8.8;0.28;0.39;13.0;0.069;9.0;30.0;0.9984;3.12;0.66;9.2;5.0;Red
8.8;0.3;0.49;2.8;0.08;9.0;30.0;0.9964;3.15;0.72;11.7;7.0;Red
8.8;0.36;0.49;2.2;0.086;9.0;30.0;0.9984;3.04;0.72;9.4;5.0;Red
8.8;0.36;0.49;2.2;0.086;9.0;30.0;0.9984;3.04;0.72;9.4;5.0;Red
8.8;0.44;0.49;4.1;0.086;9.0;30.0;0.997;3.06;0.66;12.3;6.0;Red
8.8;0.59;0.39;1.9;0.054000000000000006;9.0;30.0;0.9976;3.17;0.47;10.0;5.0;Red
8.8;0.59;0.39;1.9;0.054000000000000006;9.0;30.0;0.9976;3.17;0.47;10.0;5.0;Red
8.8;0.59;0.36;1.8;0.053;9.0;30.0;0.9982;3.17;0.42;10.0;6.0;Red
8.8;0.32;0.49;2.8;0.081;35.0;67.0;0.9984;3.32;0.72;10.8;7.0;Red
8.8;0.39;0.4;2.6;0.073;10.0;30.0;0.9984;3.34;0.72;10.2;6.0;Red
8.8;0.59;0.27;2.8;0.078;24.0;56.0;0.9984;3.31;0.67;10.6;6.0;Red
8.8;0.41;0.49;2.5;0.055;12.0;30.0;0.9952;3.34;0.72;12.3;7.0;Red
8.8;0.4;0.49;2.6;0.052000000000000005;13.0;30.0;0.995;3.32;0.72;12.3;7.0;Red
8.7;0.59;0.31;3.0;0.086;23.0;81.0;0.9984;3.42;0.72;11.6;6.0;Red
6.5;0.39;0.23;8.3;0.051;28.0;91.0;0.9952;3.42;0.55;12.1;6.0;Red
8.8;0.35;0.49;2.6;0.07;9.0;30.0;0.9972;3.15;0.65;11.0;7.0;Red
7.8;0.52;0.25;1.9;0.081;14.0;38.0;0.9984;3.42;0.65;9.1;6.0;Red
7.2;0.34;0.32;2.5;0.086;43.0;113.0;0.9966;3.32;0.72;11.1;5.0;Red
8.8;0.35;0.49;2.6;0.07;9.0;30.0;0.9972;3.15;0.65;11.0;7.0;Red
8.7;0.59;0.31;3.0;0.086;23.0;81.0;0.9984;3.42;0.72;11.6;6.0;Red
7.8;0.52;0.25;1.9;0.081;14.0;38.0;0.9984;3.42;0.65;9.1;6.0;Red
8.8;0.44;0.49;6.55;0.07400000000000001;38.0;76.0;0.9984;3.17;0.72;12.0;7.0;Red
8.8;0.44;0.49;6.55;0.07400000000000001;38.0;76.0;0.9984;3.17;0.72;12.0;7.0;Red
8.8;0.26;0.47;1.9;0.078;9.0;30.0;0.9976;3.18;0.72;10.9;7.0;Red
8.8;0.24;0.42;1.8;0.077;9.0;30.0;0.9976;3.21;0.72;10.8;7.0;Red
8.8;0.49;0.49;2.9;0.07200000000000001;10.0;30.0;0.9968;3.16;0.72;12.3;7.0;Red
8.8;0.24;0.46;1.8;0.075;9.0;30.0;0.9976;3.25;0.72;10.8;7.0;Red
8.8;0.59;0.49;2.3;0.084;9.0;30.0;0.9984;3.17;0.71;9.5;6.0;Red
8.8;0.59;0.31;2.2;0.086;26.0;62.0;0.9984;3.18;0.63;10.2;6.0;Red
8.8;0.29;0.49;2.8;0.084;23.0;43.0;0.9984;3.04;0.68;11.4;7.0;Red
8.8;0.42;0.49;4.6;0.073;19.0;43.0;0.9978;3.02;0.61;9.5;5.0;Red
8.8;0.59;0.31;2.2;0.086;26.0;62.0;0.9984;3.18;0.63;10.2;6.0;Red
8.8;0.4;0.48;2.1;0.086;15.0;49.0;0.998;3.03;0.72;9.7;6.0;Red
8.8;0.51;0.49;2.4;0.086;9.0;30.0;0.9973;3.09;0.66;11.8;7.0;Red
8.8;0.51;0.49;2.4;0.086;9.0;30.0;0.9973;3.09;0.66;11.8;7.0;Red
8.5;0.59;0.49;6.1;0.086;34.0;151.0;0.9984;3.31;0.72;9.3;5.0;Red
8.8;0.59;0.49;4.3;0.086;9.0;30.0;0.9984;3.25;0.72;11.9;6.0;Red
8.8;0.59;0.49;2.1;0.086;9.0;30.0;0.9984;3.16;0.63;9.1;5.0;Red
8.8;0.21;0.49;2.8;0.086;11.0;32.0;0.9972;3.22;0.68;11.7;6.0;Red
7.3;0.365;0.49;2.5;0.086;39.0;106.0;0.9966;3.36;0.72;11.0;5.0;Red
8.8;0.25;0.49;2.7;0.086;15.0;33.0;0.9982;3.42;0.72;10.0;6.0;Red
7.6;0.41;0.49;2.0;0.086;16.0;43.0;0.998;3.42;0.64;9.1;5.0;Red
8.2;0.39;0.49;2.3;0.086;47.0;133.0;0.9979;3.38;0.72;9.8;5.0;Red
8.8;0.4;0.49;2.5;0.085;38.0;142.0;0.9978;3.22;0.55;9.4;5.0;Red
8.8;0.43;0.49;2.4;0.086;23.0;116.0;0.9976;3.23;0.64;9.5;5.0;Red
8.8;0.59;0.24;2.8;0.086;29.0;53.0;0.9984;3.24;0.67;9.9;5.0;Red
7.3;0.365;0.49;2.5;0.086;39.0;106.0;0.9966;3.36;0.72;11.0;5.0;Red
7.0;0.38;0.49;2.5;0.086;33.0;85.0;0.9962;3.39;0.72;11.4;6.0;Red
